source,date,headline,url,chosen_label,positive,negative,neutral,compound
Global,2023-10-16,Four people dead after SUV collides with semi-truck near Saskatoon,https://globalnews.ca/news/10029063/four-people-dead-suv-collides-semi-near-saskatoon/,negative,0.010421267,0.71197075,0.27760795,-0.5067937618086393
Global,2023-10-16,‘Why my door?’: Grieving Toronto mother speaks out after losing son to gun violence,https://globalnews.ca/news/10028612/grieving-toronto-mother-speaks-out-gun-violence/,negative,0.006415301,0.73784405,0.25574058,-0.5443727294439
Global,2023-10-16,Major overhaul of Ste-Catherine Street to continue until 2025,https://globalnews.ca/news/10028758/sainte-catherine-street-major-overhaul-2025/,neutral,0.07722362,0.012778611,0.90999776,0.005800195294894284
Global,2023-10-16,Calgary rental rate hikes reach record levels in September,https://globalnews.ca/video/10029243/calgary-rental-rate-hikes-reach-record-levels-in-september/,negative,0.02231242,0.42940065,0.5482869,-0.18388707584838926
Global,2023-10-16,Chinese military jet intercepts Canadian Forces plane in ‘aggressive manner’,https://globalnews.ca/video/10027624/chinese-military-jet-intercepts-canadian-forces-plane-in-aggressive-manner/,negative,0.01519833,0.24620688,0.7385948,-0.0603868416240978
Global,2023-10-16,Suzanne Somers dies at 76,https://globalnews.ca/video/10026530/suzanne-somers-dies-at-76/,negative,0.045913983,0.25159273,0.7024933,-0.06119080296203272
Global,2023-10-16,Enhanced business licence requirements for short-term rentals in Calgary coming January: city,https://globalnews.ca/news/10028837/calgary-new-short-term-rental-requirements/,neutral,0.036919225,0.018316036,0.94476485,0.0010275498833602903
Global,2023-10-16,‘Freedom Convoy’ trial: Lead plaintiff in proposed class action testifies,https://globalnews.ca/news/10027092/freedom-convoy-trial-zexi-li/,neutral,0.075127244,0.043422,0.8814508,0.003758632353781266
Global,2023-10-16,What does $70M in road repair on Montreal’s Ste-Catherine Street look like?,https://globalnews.ca/video/10028784/what-does-70m-in-road-repair-on-montreals-ste-catherine-street-look-like/,neutral,0.030422362,0.1098519,0.8597257,-0.011141921619561401
Global,2023-10-16,Alzheimer Society of Manitoba hosts Care4U conference,https://globalnews.ca/video/10027417/alzheimer-society-of-manitoba-hosts-care4u-conference/,neutral,0.05488394,0.024768518,0.9203474,0.0023987717270809172
Global,2023-10-16,Flu shot and COVID-19 vaccine now available in Alberta,https://globalnews.ca/video/10029202/flu-shot-and-covid-19-vaccine-now-available-in-alberta/,neutral,0.103006855,0.01566835,0.8813249,0.010364907184218453
Global,2023-10-16,Lineups grow in anticipation of new women-only shelter in downtown Calgary,https://globalnews.ca/video/10029167/lineups-grow-in-anticipation-of-new-women-only-shelter-in-downtown-calgary/,positive,0.45978794,0.004319781,0.5358923,0.2113862710546588
Global,2023-10-16,Global News at 5:30 Montreal: Oct. 16,https://globalnews.ca/video/10028886/global-news-at-530-montreal-oct-16/,neutral,0.03048333,0.012894492,0.9566221,0.0007629664792574431
Global,2023-10-16,"Teen in critical condition after collision involving scooter, vehicle in Vaughan",https://globalnews.ca/news/10029157/teen-critical-collision-scooter-vehicle-vaughan/,negative,0.022719542,0.5784283,0.3988521,-0.3340631521760713
Global,2023-10-16,Ecole Sister O’Brien Weather School students learn meteorology with Global’s Peter Quinlan,https://globalnews.ca/news/10027913/ecole-sister-obrien-weather-school-students-learn-meteorology-with-globals-peter-quinlan/,neutral,0.10264873,0.0037471398,0.89360416,0.010522717249992652
Global,2023-10-16,Global News at 5 Lethbridge: Oct. 16,https://globalnews.ca/video/10029119/global-news-at-5-lethbridge-oct-16-2/,neutral,0.024331555,0.020358479,0.95531,0.00017755682318276733
Global,2023-10-16,Former Calgarians stuck in Gaza Strip without food or water,https://globalnews.ca/video/10029249/former-calgarians-stuck-in-gaza-strip-without-food-or-water/,negative,0.008209792,0.7105325,0.28125766,-0.5047890768367225
Global,2023-10-16,Calgary-made film tells story of soldiers who rescued orphan in Second World War in Italy,https://globalnews.ca/video/10029175/calgary-made-film-tells-story-of-soldiers-who-rescued-orphan-in-second-world-war-in-italy/,neutral,0.06732099,0.06930497,0.8633741,-0.0002710637500111801
Global,2023-10-16,Oakville family hopes missing urn in Montreal will turn up,https://globalnews.ca/video/10028782/oakville-family-hopes-missing-urn-in-montreal-will-turn-up/,neutral,0.14591646,0.040182486,0.813901,0.019676986397777263
Global,2023-10-16,Chinese military jet intercepts Canadian Forces plane in ‘aggressive manner’,https://globalnews.ca/news/10027324/chinese-military-aircraft-intercept-canadian-forces/,negative,0.01519833,0.24620688,0.7385948,-0.0603868416240978
Global,2023-10-16,"$64M lottery ticket remains unclaimed after six months, time running out for winner",https://globalnews.ca/video/10024960/64m-lottery-ticket-remains-unclaimed-after-six-months-time-running-out-for-winner/,negative,0.022387542,0.5587418,0.41887072,-0.3116911569535805
Global,2023-10-16,Israel-Hamas conflict: Number of Canadians wanting to leave Gaza doubles,https://globalnews.ca/video/10026489/israel-hamas-conflict-number-of-canadians-wanting-to-leave-gaza-doubles/,negative,0.011088816,0.5251026,0.46380857,-0.2756098107423792
Global,2023-10-16,The search continues for a $64M Lotto 6/49 ticket holder. Time is running out,https://globalnews.ca/news/10019990/64-million-lottery-ticket-unclaimed-atlantic-canada/,negative,0.10421884,0.28213128,0.6136499,-0.06873648964168133
Global,2023-10-16,"B.C. cracking down on short-term rentals with increased fines, new enforcement",https://globalnews.ca/news/10027665/bc-short-term-rental-market-legislation/,negative,0.023052767,0.22926946,0.74767774,-0.05203306130010077
Global,2023-10-16,Fifth Canadian confirmed dead in Hamas attack threw himself on grenade,https://globalnews.ca/news/10026177/israel-hamas-conflict-canadian-netta-epstein-death/,negative,0.0066642473,0.8238357,0.1695001,-0.6786607636197362
Global,2023-10-16,Alberta premier says phone is better than in-person meetings for pension feedback,https://globalnews.ca/news/10028908/alberta-premier-phone-feedback-pension/,neutral,0.15968663,0.04533223,0.7949812,0.023444802811407595
Global,2023-10-16,Scary Halloween prices aren’t stopping people from enjoying the holiday in Regina,https://globalnews.ca/news/10029235/scary-halloween-prices-holiday-regina/,negative,0.07541194,0.5607703,0.36381775,-0.3087763522428961
Global,2023-10-16,"Minnedosa, Man. suspect allegedly followed, rammed, ran another vehicle off the road",https://globalnews.ca/news/10028805/suspect-minnedosa-allegedly-followed-rammed-into-ran-vehicle-off-the-road/,negative,0.01316333,0.45871374,0.528123,-0.21024498232222655
Global,2023-10-16,More Alberta hospitals add enhanced masking requirements,https://globalnews.ca/news/10029147/more-alberta-hospitals-masking-requirements/,neutral,0.065582946,0.043514524,0.8909027,0.0024076053301020917
Global,2023-10-16,"Suzanne Somers, ‘Three’s Company’ star, dies at 76",https://globalnews.ca/news/10027159/suzanne-somers-dead-threes-company/,neutral,0.053844273,0.15940048,0.78675514,-0.022509317654093586
Global,2023-10-16,5th Canadian confirmed dead from Hamas attack in Israel,https://globalnews.ca/video/10026708/5th-canadian-confirmed-dead-from-hamas-attack-in-israel/,negative,0.007038116,0.7547103,0.23825164,-0.5695380712808937
Global,2023-10-16,"Ethelbert, Man. individual arrested for allegedly stealing from Grandview business",https://globalnews.ca/news/10028766/ethelbert-man-arrested-allegedly-stealing-grandview-business/,negative,0.012838142,0.6321821,0.3549797,-0.3994894539184912
Global,2023-10-16,Kelowna mayor believes new short-term rental rules will have immediate impact,https://globalnews.ca/news/10029072/kelowna-mayor-new-short-term-rental-rules-immediate-impact/,neutral,0.059941374,0.030584214,0.9094744,0.0026575752756041737
Global,2023-10-16,Ford government tables Greenbelt reversal bill amid RCMP investigation,https://globalnews.ca/video/10028778/ford-government-tables-greenbelt-reversal-bill-amid-rcmp-investigation/,neutral,0.019528182,0.16230585,0.818166,-0.02596183169795907
Global,2023-10-16,Enhanced business licence requirements for short-term rentals in Calgary coming January: city,https://globalnews.ca/video/10029183/calgary-councillor-says-city-should-follow-b-c-s-lead-on-short-term-rental-regulations/,neutral,0.036919225,0.018316036,0.94476485,0.0010275498833602903
Global,2023-10-16,Global News Hour at 6 Calgary: Oct. 16,https://globalnews.ca/video/10029284/global-news-hour-at-6-calgary-oct-16-2/,neutral,0.033844244,0.010212794,0.9559429,0.001041132466116368
CTV,2023-10-16,Pepper X marks the spot as South Carolina pepper expert scorches his own Guinness Book heat record,https://www.ctvnews.ca/lifestyle/pepper-x-marks-the-spot-as-south-carolina-pepper-expert-scorches-his-own-guinness-book-heat-record-1.6603478,positive,0.37192747,0.014958287,0.6131142,0.13810631368749782
CTV,2023-10-16,Kitchener council to vote on allowing fourplexes on residential lots,https://kitchener.ctvnews.ca/kitchener-council-to-vote-on-allowing-fourplexes-on-residential-lots-1.6604092,neutral,0.036865614,0.024575246,0.9385592,0.0007551303463466663
CTV,2023-10-16,Labour relations tribunal wants senators' emails in discrimination case,https://www.ctvnews.ca/politics/labour-relations-tribunal-wants-senators-emails-in-discrimination-case-1.6603694,negative,0.019174831,0.3757134,0.6051119,-0.14079283717412316
CTV,2023-10-16,"Drug used in diabetes treatment Mounjaro helped dieters shed 27 kg, study finds",https://www.ctvnews.ca/health/drug-used-in-diabetes-treatment-mounjaro-helped-dieters-shed-27-kg-study-finds-1.6602178,positive,0.26890448,0.012823458,0.71827203,0.07214518438477846
CTV,2023-10-16,B.C. to require flushing toilets at some construction sites,https://bc.ctvnews.ca/b-c-to-require-flushing-toilets-at-some-construction-sites-1.6604259,neutral,0.030285059,0.063203774,0.9065113,-0.0030775275536853997
CTV,2023-10-16,Ex-FTX exec was 'horrified' last year when he learned of US$13 billion shortfall,https://www.ctvnews.ca/business/ex-ftx-exec-was-horrified-last-year-when-he-learned-of-us-13-billion-shortfall-1.6603844,negative,0.013922752,0.7787384,0.20733885,-0.6062396320753587
CTV,2023-10-16,More rain to come as warnings continue for Eastern Nova Scotia,https://atlantic.ctvnews.ca/more/more-rain-to-come-as-warnings-continue-for-eastern-nova-scotia-1.6603165,negative,0.03368224,0.31705222,0.64926565,-0.09938758949057203
CTV,2023-10-16,NDP member support declining for Jagmeet Singh raises questions about his future,https://www.ctvnews.ca/politics/ndp-member-support-declining-for-jagmeet-singh-raises-questions-about-his-future-1.6602409,negative,0.009782123,0.61518866,0.37502927,-0.378361358964284
CTV,2023-10-16,RCMP urge Calling Lake residents to report crime as thefts rise,https://edmonton.ctvnews.ca/rcmp-urge-calling-lake-residents-to-report-crime-as-thefts-rise-1.6604198,negative,0.01796684,0.5062515,0.47578165,-0.2559677881640665
CTV,2023-10-16,"Ford Executive Chair Bill Ford calls on autoworkers to end strike, says company's future is at stake",https://www.ctvnews.ca/autos/ford-executive-chair-bill-ford-calls-on-autoworkers-to-end-strike-says-company-s-future-is-at-stake-1.6603082,negative,0.093602926,0.26310644,0.64329064,-0.06046348875170082
CTV,2023-10-16,"Transgender Manitoba MLA aims to bring personal experience to justice, health issues",https://winnipeg.ctvnews.ca/transgender-manitoba-mla-aims-to-bring-personal-experience-to-justice-health-issues-1.6602147,neutral,0.10808833,0.03969029,0.85222137,0.010107769182630122
CTV,2023-10-16,Concern and optimism in Windsor as American autoworkers' strike escalates,https://windsor.ctvnews.ca/concern-and-optimism-in-windsor-as-american-autoworkers-strike-escalates-1.6604196,negative,0.061904956,0.26327118,0.6748238,-0.06547950160832006
CTV,2023-10-16,"Saskatchewan pronoun policy doesn't do enough to mitigate harms, say legal professors",https://saskatoon.ctvnews.ca/saskatchewan-pronoun-policy-doesn-t-do-enough-to-mitigate-harms-say-legal-professors-1.6602149,negative,0.0061340225,0.8028154,0.19105066,-0.6444748449705395
CTV,2023-10-16,"'I had an urge to step on the gas': Accused in London, Ont. truck attack admits he entertained thought of attack in Toronto",https://london.ctvnews.ca/i-had-an-urge-to-step-on-the-gas-accused-in-london-ont-truck-attack-admits-he-entertained-thought-of-attack-in-toronto-1.6602330,negative,0.009415714,0.64506936,0.34551498,-0.4160258060672586
CTV,2023-10-16,End of GED testing in Canada leaves people with fewer options,https://kitchener.ctvnews.ca/end-of-ged-testing-in-canada-leaves-people-with-fewer-options-1.6603274,negative,0.010045344,0.68443906,0.30551556,-0.46835594210911147
CTV,2023-10-16,Driver charged with speeding 199km/h on Ontario highway,https://barrie.ctvnews.ca/driver-charged-with-speeding-199km-h-on-ontario-highway-1.6603177,negative,0.017565457,0.630901,0.3515336,-0.3977275010528665
CTV,2023-10-16,'Such a magical place': Tour operator’s family connection to Sable Island makes for special sightseeing,https://atlantic.ctvnews.ca/such-a-magical-place-tour-operator-s-family-connection-to-sable-island-makes-for-special-sightseeing-1.6603853,positive,0.969837,0.0022666447,0.02789625,0.9405787800176423
CTV,2023-10-16,Homeowners on the brink face tough choice of selling home as mortgage payments climb,https://www.ctvnews.ca/canada/homeowners-on-the-brink-face-tough-choice-of-selling-home-as-mortgage-payments-climb-1.6602963,negative,0.027139312,0.42066342,0.5521973,-0.17622116795137188
CTV,2023-10-16,"Masks mandated for Manitoba health-care staff, optional for visitors",https://winnipeg.ctvnews.ca/masks-mandated-for-manitoba-health-care-staff-optional-for-visitors-1.6603685,neutral,0.062997915,0.04662456,0.8903775,0.0017948877498152882
CTV,2023-10-16,Doggy paddler of the bay: Missing dog from Maine found on island in New Brunswick,https://atlantic.ctvnews.ca/doggy-paddler-of-the-bay-missing-dog-from-maine-found-on-island-in-new-brunswick-1.6595389,neutral,0.03212004,0.11617418,0.8517058,-0.012464741551818648
CTV,2023-10-16,"Bear breaks into vehicle, leaves 'smelly surprise' for owner: B.C. RCMP",https://bc.ctvnews.ca/bear-breaks-into-vehicle-leaves-smelly-surprise-for-owner-b-c-rcmp-1.6597871,negative,0.014488283,0.36103448,0.6244773,-0.13013595647533016
CTV,2023-10-16,B.C. is bringing in new rules for short-term rentals. Here's what's changing,https://bc.ctvnews.ca/b-c-is-bringing-in-new-rules-for-short-term-rentals-here-s-what-s-changing-1.6603052,neutral,0.044948462,0.008929088,0.9461225,0.0019406328287847607
CTV,2023-10-16,Nanaimo food bank sees 'unprecedented' need for volunteers amid rising demand,https://vancouverisland.ctvnews.ca/nanaimo-food-bank-sees-unprecedented-need-for-volunteers-amid-rising-demand-1.6603906,neutral,0.06915522,0.10462718,0.8262175,-0.006164405724298216
CTV,2023-10-16,Man arrested after woman fatally stabbed in Toronto home,https://www.ctvnews.ca/video?playlistId=1.6603576,negative,0.011458492,0.71483743,0.27370405,-0.5108612564646364
CTV,2023-10-16,Police seek public assistance in locating driver in fatal Hwy. 11 crash,https://northernontario.ctvnews.ca/police-seek-public-assistance-in-locating-driver-in-fatal-hwy-11-crash-1.6603700,neutral,0.047608294,0.13520986,0.8171818,-0.01601515815250032
CTV,2023-10-16,"Government issues travel warning for Lebanon, suggests Canadians leave",https://www.ctvnews.ca/politics/government-issues-travel-warning-for-lebanon-suggests-canadians-leave-1.6602156,neutral,0.018009271,0.15461771,0.827373,-0.023582300804925183
